Airdrie	Steakhouses	4	65	1
Airdrie	Desserts	4	60	3
Airdrie	Beer	4	58	1
Airdrie	Wine & Spirits	4	58	1
Airdrie	Mexican	4	47	4
Airdrie	Salad	4	47	2
Airdrie	Soup	4	43	2
Airdrie	Middle Eastern	4	33	3
Airdrie	Event Planning & Services	4	28	3
Airdrie	Asian Fusion	4	27	1
Airdrie	Mediterranean	4	22	2
Airdrie	Hotels & Travel	4	15	3
Airdrie	Specialty Food	4	15	2
Airdrie	Pet Services	4	14	0
Airdrie	Barbers	4	13	1
Airdrie	Diners	3	72	2
Airdrie	Sushi Bars	3	56	3
Airdrie	Greek	3	39	0
Airdrie	Fashion	3	36	0
Airdrie	Lebanese	3	28	3
Airdrie	Tattoo	3	13	2
Airdrie	Donairs	3	13	1
Airdrie	Ethnic Food	3	12	1
Airdrie	Cosmetics & Beauty Supply	3	10	3
Airdrie	Eyelash Service	3	10	2
Airdrie	Veterinarians	3	10	0
Airdrie	Massage	3	9	1
Airdrie	Fitness & Instruction	3	9	0
Airdrie	Comfort Food	2	46	1
Airdrie	Juice Bars & Smoothies	2	38	1
Airdrie	Sporting Goods	2	33	0
Airdrie	Local Flavor	2	28	2
Airdrie	Korean	2	27	1
Airdrie	Cafes	2	25	1
Airdrie	Gluten-Free	2	20	1
Airdrie	Ice Cream & Frozen Yogurt	2	16	1
Airdrie	Noodles	2	16	1
Airdrie	Buffets	2	13	0
Airdrie	Tex-Mex	2	10	1
Airdrie	Grocery	2	9	0
Airdrie	RV Dealers	2	8	1
Airdrie	Hotels	2	7	2
Airdrie	Makeup Artists	2	7	2
Airdrie	Imported Food	2	7	1
Airdrie	Local Services	2	7	1
Airdrie	Skin Care	2	7	1
Airdrie	Chicken Wings	2	7	0
Airdrie	Eyewear & Opticians	2	7	0
Airdrie	Acupuncture	2	6	0
Airdrie	Auto Detailing	2	6	0
Airdrie	Auto Glass Services	2	6	0
Airdrie	Auto Parts & Supplies	2	6	0
Airdrie	Eyebrow Services	2	6	0
Airdrie	Hair Removal	2	6	0
Airdrie	Home & Garden	2	6	0
Airdrie	Jewelry	2	6	0
Airdrie	Massage Therapy	2	6	0
Airdrie	Sports Wear	1	30	0
Airdrie	Vegetarian	1	25	1
Airdrie	Tapas Bars	1	22	1
Airdrie	Tapas/Small Plates	1	22	1
Airdrie	Barbeque	1	18	0
Airdrie	American (New)	1	17	0
Airdrie	Creperies	1	16	0
Airdrie	Thai	1	16	0
Airdrie	Wedding Planning	1	14	1
Airdrie	Vegan	1	13	1
Airdrie	Seafood	1	11	0
Airdrie	Wine Bars	1	9	1
Airdrie	Caterers	1	7	0
Airdrie	Piercing	1	6	1
Airdrie	Spanish	1	6	1
Airdrie	Karaoke	1	5	1
Airdrie	RV Rental	1	5	1
Airdrie	RV Repair	1	5	1
Airdrie	Halal	1	5	0
Airdrie	Irish	1	5	0
Airdrie	Hair Stylists	1	4	1
Airdrie	Men's Hair Salons	1	4	1
Airdrie	Permanent Makeup	1	4	1
Airdrie	Departments of Motor Vehicles	1	4	0
Airdrie	Optometrists	1	4	0
Airdrie	Property Management	1	4	0
Airdrie	Public Services & Government	1	4	0
Airdrie	Real Estate	1	4	0
Airdrie	Self Storage	1	4	0
Airdrie	Appliances & Repair	1	3	1
Airdrie	Blow Dry/Out Services	1	3	1
Airdrie	Boating	1	3	1
Airdrie	Candy Stores	1	3	1
Airdrie	Contractors	1	3	1
Airdrie	Electricians	1	3	1
Airdrie	Motorcycle Dealers	1	3	1
Airdrie	Motorcycle Repair	1	3	1
Airdrie	Parks	1	3	1
Airdrie	Recreation Centers	1	3	1
Airdrie	Reiki	1	3	1
Airdrie	Roadside Assistance	1	3	1
Airdrie	Spiritual Shop	1	3	1
Airdrie	Venues & Event Spaces	1	3	1
Airdrie	Amateur Sports Teams	1	3	0
Airdrie	Antiques	1	3	0
Airdrie	Arts & Entertainment	1	3	0
Airdrie	Books	1	3	0
Airdrie	Bridal	1	3	0
Airdrie	Bubble Tea	1	3	0
Airdrie	Building Supplies	1	3	0
Airdrie	Car Rental	1	3	0
Airdrie	Car Stereo Installation	1	3	0
Airdrie	Car Wash	1	3	0
Airdrie	Cinema	1	3	0
Airdrie	Convenience Stores	1	3	0
Airdrie	Cosmetic Dentists	1	3	0
Airdrie	Day Spas	1	3	0
Airdrie	Delicatessen	1	3	0
Airdrie	Dentists	1	3	0
Airdrie	Department Stores	1	3	0
Airdrie	Doctors	1	3	0
Airdrie	Electronics	1	3	0
Airdrie	Family Practice	1	3	0
Airdrie	Flowers & Gifts	1	3	0
Airdrie	Food Delivery Services	1	3	0
Airdrie	Furniture Stores	1	3	0
Airdrie	General Dentistry	1	3	0
Airdrie	Gift Shops	1	3	0
Airdrie	Glass & Mirrors	1	3	0
Airdrie	Golf	1	3	0
Airdrie	Gyms	1	3	0
Airdrie	Hot Dogs	1	3	0
Airdrie	Hot Tub & Pool	1	3	0
Airdrie	Laser Hair Removal	1	3	0
Airdrie	Mags	1	3	0
Airdrie	Mattresses	1	3	0
Airdrie	Medical Spas	1	3	0
Airdrie	Men's Clothing	1	3	0
Airdrie	Movers	1	3	0
Airdrie	Music & Video	1	3	0
Airdrie	Occupational Therapy	1	3	0
Airdrie	Orthodontists	1	3	0
Airdrie	Pet Stores	1	3	0
Airdrie	Pharmacy	1	3	0
Airdrie	Physical Therapy	1	3	0
Airdrie	Rugs	1	3	0
Airdrie	Sports Clubs	1	3	0
Airdrie	Tanning	1	3	0
Airdrie	Tobacco Shops	1	3	0
Airdrie	Trainers	1	3	0
Airdrie	Unknown	1	3	0
Airdrie	Urgent Care	1	3	0
Airdrie	Videos & Video Game Rental	1	3	0
Airdrie	Waxing	1	3	0
Airdrie	Windshield Installation & Repair	1	3	0
Airdrie	Yoga	1	3	0
Ajax	Restaurants	166	2471	59
Ajax	Food	62	637	25
Ajax	Nightlife	28	461	5
Ajax	Beauty & Spas	28	132	9
Ajax	Shopping	26	130	9
Ajax	Bars	23	427	4
Ajax	Burgers	21	228	5
Ajax	Fast Food	21	125	5
Ajax	Automotive	19	97	6
Ajax	Breakfast & Brunch	17	357	8
Ajax	Sandwiches	16	158	7
Ajax	Coffee & Tea	16	139	5
Ajax	American (Traditional)	14	213	2
Ajax	Chinese	14	153	5
Ajax	Hair Salons	13	56	3
Ajax	Auto Repair	12	48	4
Ajax	Active Life	11	47	6
Ajax	Italian	10	129	4
Ajax	Caribbean	10	114	3
Ajax	Grocery	10	57	3
Ajax	Local Services	10	45	5
Ajax	Indian	9	162	6
Ajax	Chicken Wings	9	106	2
Ajax	Bakeries	9	98	7
Ajax	Specialty Food	9	90	3
Ajax	Hair Removal	9	48	2
Ajax	Pubs	8	134	3
Ajax	Canadian (New)	8	91	1
Ajax	Event Planning & Services	8	69	3
Ajax	Nail Salons	8	41	1
Ajax	Skin Care	8	34	3
Ajax	Health & Medical	8	33	1
Ajax	Fashion	8	29	2
Ajax	Pizza	7	163	3
Ajax	Vietnamese	7	159	2
Ajax	Sports Bars	7	108	0
Ajax	Thai	7	101	3
Ajax	Tires	7	46	3
Ajax	Car Dealers	7	31	2
Ajax	Home Services	7	25	3
Ajax	Pets	7	21	0
Ajax	Japanese	6	211	1
Ajax	Middle Eastern	6	169	4
Ajax	Seafood	6	122	5
Ajax	Cafes	6	109	3
Ajax	Halal	6	47	3
Ajax	Fitness & Instruction	6	29	3
Ajax	Hotels & Travel	6	22	1
Ajax	Pet Services	6	18	0
Ajax	Pakistani	5	95	3
Ajax	Arts & Entertainment	5	81	0
Ajax	Mexican	5	80	2
Ajax	Asian Fusion	5	73	1
Ajax	Comfort Food	5	68	1
Ajax	Waxing	5	28	2
Ajax	Day Spas	5	25	1
Ajax	Barbers	5	22	2
Ajax	Ice Cream & Frozen Yogurt	4	46	3
Ajax	Ethnic Food	4	46	0
Ajax	Salad	4	35	1
Ajax	Hot Dogs	4	32	0
Ajax	Donuts	4	28	1
Ajax	Internet Cafes	4	28	1
Ajax	Auto Parts & Supplies	4	22	2
Ajax	Gyms	4	22	2
Ajax	Trainers	4	22	2
Ajax	Home & Garden	4	14	2
Ajax	Pet Stores	4	12	0
Ajax	Sushi Bars	3	116	1
Ajax	Afghan	3	95	2
Ajax	Steakhouses	3	68	2
Ajax	Barbeque	3	58	2
Ajax	Caterers	3	49	1
Ajax	Sri Lankan	3	48	2
Ajax	Imported Food	3	42	0
Ajax	Beer	3	40	0
Ajax	Wine & Spirits	3	40	0
Ajax	Desserts	3	39	1
Ajax	Fish & Chips	3	34	1
Ajax	Diners	3	31	0
Ajax	Food Delivery Services	3	26	1
Ajax	IT Services & Computer Repair	3	18	1
Ajax	Sewing & Alterations	3	15	2
Ajax	Dry Cleaning & Laundry	3	15	1
Ajax	Laundry Services	3	15	1
Ajax	Sports Clubs	3	14	1
Ajax	Department Stores	3	13	1
Ajax	Massage	3	12	2
Ajax	Professional Services	3	11	2
Ajax	Car Rental	3	11	0
Ajax	Nurseries & Gardening	3	10	2
Ajax	Dentists	3	10	0
Ajax	Pet Groomers	3	9	0
Ajax	Music Venues	2	58	0
Ajax	Vegetarian	2	47	1
Ajax	Buffets	2	41	0
Ajax	Gluten-Free	2	38	2
Ajax	Gastropubs	2	33	0
Ajax	Gas Stations	2	24	0
Ajax	Soup	2	23	0
Ajax	Casinos	2	18	0
Ajax	Bagels	2	16	1
Ajax	Books	2	15	2
Ajax	Bookstores	2	15	2
Ajax	Mags	2	15	2
Ajax	Music & Video	2	15	2
Ajax	Cajun/Creole	2	15	0
Ajax	Medical Centers	2	13	0
Ajax	Noodles	2	12	2
Ajax	Dry Cleaning	2	12	1
Ajax	Eyelash Service	2	12	1
Ajax	Used Car Dealers	2	11	1
Ajax	Baby Gear & Furniture	2	11	0
Ajax	Computers	2	11	0
Ajax	Laser Hair Removal	2	11	0
Ajax	Venues & Event Spaces	2	10	1
Ajax	British	2	10	0
Ajax	Vape Shops	2	9	2
Ajax	Golf	2	9	1
Ajax	Home Cleaning	2	8	2
Ajax	Bridal	2	8	1
Ajax	Hotels	2	8	1
Ajax	Oil Change Stations	2	8	1
Ajax	Pool Halls	2	8	1
Ajax	Doctors	2	8	0
Ajax	Real Estate	2	7	1
Ajax	Yoga	2	7	1
Ajax	Women's Clothing	2	7	0
Ajax	Chiropractors	2	6	1
Ajax	Contractors	2	6	1
Ajax	Sporting Goods	2	6	1
Ajax	Sports Wear	2	6	1
Ajax	Flowers & Gifts	2	6	0
Ajax	General Dentistry	2	6	0
Ajax	Pet Sitting	2	6	0
Ajax	Pet Training	2	6	0
Ajax	Lounges	1	72	0
Ajax	Portuguese	1	29	1
Ajax	Cocktail Bars	1	29	0
Ajax	Irish	1	29	0
Ajax	Soul Food	1	29	0
Ajax	American (New)	1	25	0
Ajax	Bubble Tea	1	24	0
Ajax	Chocolatiers & Shops	1	22	1
Ajax	Mediterranean	1	22	0
Ajax	Wholesale Stores	1	21	0
Ajax	Hakka	1	16	0
Ajax	German	1	14	0
Ajax	Hungarian	1	14	0
Ajax	Food Court	1	13	0
Ajax	Poutineries	1	13	0
Ajax	Delis	1	12	1
Ajax	Cheese Shops	1	11	1
Ajax	Lebanese	1	10	1
Ajax	Arabian	1	10	0
Ajax	Dance Clubs	1	10	0
Ajax	Nail Technicians	1	10	0
Ajax	Hospitals	1	9	0
Ajax	Kebab	1	9	0
Ajax	Auto Detailing	1	8	1
Ajax	Auto Glass Services	1	8	1
Ajax	Swimming Pools	1	8	1
Ajax	Windshield Installation & Repair	1	8	1
Ajax	Toy Stores	1	8	0
Ajax	Data Recovery	1	7	1
Ajax	Electronics Repair	1	7	1
Ajax	Greek	1	7	1
Ajax	Mobile Phone Repair	1	7	1
Ajax	Tobacco Shops	1	6	1
Ajax	Wedding Planning	1	6	1
Ajax	Breweries	1	5	1
Ajax	Bed & Breakfast	1	5	0
Ajax	Car Wash	1	5	0
Ajax	Cinema	1	5	0
Ajax	Cosmetic Surgeons	1	5	0
Ajax	Creperies	1	5	0
Ajax	Medical Spas	1	5	0
Ajax	Race Tracks	1	5	0
Ajax	Ethnic Grocery	1	4	1
Ajax	Farmers Market	1	4	1
Ajax	Filipino	1	4	1
Ajax	Fruits & Veggies	1	4	1
Ajax	International Grocery	1	4	1
Ajax	Jewelry	1	4	1
Ajax	Life Coach	1	4	1
Ajax	Piercing	1	4	1
Ajax	Roadside Assistance	1	4	1
Ajax	Smog Check Stations	1	4	1
Ajax	Tattoo	1	4	1
Ajax	Tea Rooms	1	4	1
Ajax	Accessories	1	4	0
Ajax	Christmas Trees	1	4	0
Ajax	Cosmetics & Beauty Supply	1	4	0
Ajax	Criminal Defense Law	1	4	0
Ajax	DUI Law	1	4	0
Ajax	Electronics	1	4	0
Ajax	Furniture Stores	1	4	0
Ajax	General Litigation	1	4	0
Ajax	Hair Stylists	1	4	0
Ajax	Landscape Architects	1	4	0
Ajax	Landscaping	1	4	0
Ajax	Lawyers	1	4	0
Ajax	Outlet Stores	1	4	0
Ajax	Property Management	1	4	0
Ajax	Seafood Markets	1	4	0
Ajax	Walk-in Clinics	1	4	0
Ajax	Wine Bars	1	4	0
Ajax	Carpet Cleaning	1	3	1
Ajax	Eyebrow Services	1	3	1
Ajax	Food Stands	1	3	1
Ajax	Funeral Services & Cemeteries	1	3	1
Ajax	Home Developers	1	3	1
Ajax	Makeup Artists	1	3	1
Ajax	Massage Therapy	1	3	1
Ajax	Office Cleaning	1	3	1
Ajax	Outdoor Gear	1	3	1
Ajax	Parks	1	3	1
Ajax	Threading Services	1	3	1
Ajax	African	1	3	0
Ajax	Body Shops	1	3	0
Ajax	Children's Clothing	1	3	0
Ajax	Climbing	1	3	0
Ajax	Cosmetic Dentists	1	3	0
Ajax	Customized Merchandise	1	3	0
Ajax	Departments of Motor Vehicles	1	3	0
Ajax	Florists	1	3	0
Ajax	Hair Extensions	1	3	0
Ajax	Health Markets	1	3	0
Ajax	Karaoke	1	3	0
Ajax	Laundromat	1	3	0
Ajax	Limos	1	3	0
Ajax	Malaysian	1	3	0
Ajax	Movers	1	3	0
Ajax	Naturopathic/Holistic	1	3	0
Ajax	Nutritionists	1	3	0
Ajax	Orthodontists	1	3	0
Ajax	Party Bus Rentals	1	3	0
Ajax	Party Supplies	1	3	0
Ajax	Pediatric Dentists	1	3	0
Ajax	Pharmacy	1	3	0
Ajax	Plumbing	1	3	0
Ajax	Public Services & Government	1	3	0
Ajax	Thrift Stores	1	3	0
Ajax	Transportation	1	3	0
Ajax	Unknown	1	3	0
Ajax	Veterinarians	1	3	0
Ajax	Vitamins & Supplements	1	3	0
Akron	Restaurants	191	6719	78
Akron	Food	74	2109	42
Akron	Shopping	72	399	28
Akron	Beauty & Spas	46	385	25
Akron	Bars	41	1685	20
Akron	Nightlife	41	1685	20
Akron	American (Traditional)	32	1145	13
Akron	Sandwiches	31	912	15
Akron	Event Planning & Services	31	532	16
Akron	Pizza	31	521	7
Akron	Local Services	31	196	16
Akron	Automotive	30	218	7
Akron	Health & Medical	24	108	8
Akron	American (New)	23	984	8
Akron	Fast Food	23	630	7
Akron	Fashion	23	103	7
Akron	Burgers	19	951	7
Akron	Hotels & Travel	19	195	7
Akron	Active Life	19	135	12
Akron	Seafood	18	882	8
Akron	Mexican	18	545	7
Akron	Nail Salons	17	183	9
Akron	Home Services	17	122	5
Akron	Home & Garden	17	82	9
Akron	Coffee & Tea	16	258	9
Akron	Auto Repair	16	144	3
Akron	Pets	16	112	13
Akron	Italian	15	640	5
Akron	Steakhouses	13	644	5
Akron	Pubs	13	502	7
Akron	Hair Salons	13	95	10
Akron	Beer	12	337	7
Akron	Wine & Spirits	12	337	7
Akron	Chicken Wings	12	183	4
Akron	Hotels	12	140	4
Akron	Pet Services	12	93	9
Akron	Desserts	11	756	8
Akron	Specialty Food	11	256	8
Akron	Oil Change Stations	11	65	4
Akron	Breakfast & Brunch	10	450	2
Akron	Chinese	10	341	2
Akron	Salad	10	211	2
Akron	Professional Services	10	78	5
Akron	Doctors	10	38	1
Akron	Arts & Entertainment	9	303	5
Akron	Grocery	9	169	5
Akron	Auto Parts & Supplies	9	87	1
Akron	Tires	9	52	3
Akron	Women's Clothing	9	33	1
Akron	Japanese	8	497	3
Akron	Diners	8	370	1
Akron	Venues & Event Spaces	8	252	5
Akron	Delis	8	213	6
Akron	Pet Groomers	8	75	5
Akron	Hair Removal	8	60	7
Akron	Flowers & Gifts	8	53	7
Akron	Fitness & Instruction	8	50	5
Akron	Sporting Goods	8	48	3
Akron	Accessories	8	34	4
Akron	Bakeries	7	159	6
Akron	Caterers	7	138	3
Akron	Barbeque	7	130	3
Akron	Sports Bars	7	127	2
Akron	Car Dealers	7	104	0
Akron	IT Services & Computer Repair	7	77	1
Akron	Day Spas	7	75	4
Akron	Skin Care	7	27	3
Akron	Wine Bars	6	229	5
Akron	Lounges	6	175	4
Akron	Hot Dogs	6	157	2
Akron	Greek	6	130	4
Akron	Ice Cream & Frozen Yogurt	6	68	5
Akron	Tobacco Shops	6	43	3
Akron	Furniture Stores	6	37	4
Akron	Shoe Stores	6	37	2
Akron	Home Decor	6	31	4
Akron	Massage	6	31	4
Akron	Veterinarians	6	28	6
Akron	Department Stores	6	21	1
Akron	Men's Clothing	6	21	1
Akron	Buffets	5	385	2
Akron	Asian Fusion	5	301	2
Akron	Pet Sitting	5	56	3
Akron	Barbers	5	51	4
Akron	Pet Stores	5	51	3
Akron	Tanning	5	51	1
Akron	Florists	5	40	4
Akron	Gyms	5	34	3
Akron	Trainers	5	34	3
Akron	Sports Wear	5	33	1
Akron	Education	5	27	3
Akron	Dry Cleaning & Laundry	5	27	2
Akron	Laundry Services	5	27	2
Akron	Real Estate	5	23	0
Akron	Nurseries & Gardening	5	21	3
Akron	Sushi Bars	4	402	3
Akron	Thai	4	322	3
Akron	Vegetarian	4	297	3
Akron	Comfort Food	4	170	2
Akron	Mediterranean	4	85	2
Akron	Tattoo	4	41	2
Akron	Party & Event Planning	4	37	1
Akron	Dentists	4	26	1
Akron	General Dentistry	4	26	1
Akron	Waxing	4	23	4
Akron	Car Rental	4	23	2
Akron	Specialty Schools	4	23	2
Akron	Apartments	4	20	0
Akron	Appliances	4	17	2
Akron	Jewelry	4	16	3
Akron	Towing	4	16	1
Akron	Gas Stations	4	16	0
Akron	Printing Services	4	14	3
Akron	Beer Bar	3	172	1
Akron	Gluten-Free	3	160	1
Akron	Cafes	3	142	2
Akron	Dive Bars	3	96	1
Akron	Soul Food	3	69	3
Akron	Telecommunications	3	50	0
Akron	Tex-Mex	3	49	0
Akron	Pet Adoption	3	45	1
Akron	Bagels	3	34	0
Akron	Parks	3	32	3
Akron	Arcades	3	25	2
Akron	Computers	3	24	1
Akron	Sewing & Alterations	3	23	3
Akron	Electronics	3	23	0
Akron	Mobile Phones	3	20	0
Akron	Bridal	3	17	2
Akron	Diagnostic Services	3	16	2
Akron	Bikes	3	15	2
Akron	Cosmetics & Beauty Supply	3	15	1
Akron	Landscaping	3	14	2
Akron	Baby Gear & Furniture	3	12	1
Akron	Eyewear & Opticians	3	12	1
Akron	Sports Medicine	3	12	0
Akron	Optometrists	3	11	2
Akron	Medical Centers	3	11	1
Akron	Gardeners	3	10	2
Akron	Graphic Design	3	10	2
Akron	Arts & Crafts	3	10	1
Akron	Children's Clothing	3	10	1
Akron	Marketing	3	10	1
Akron	Weight Loss Centers	3	10	0
Akron	Convenience Stores	3	9	0
Akron	Latin American	2	239	1
Akron	Gastropubs	2	228	2
Akron	Indian	2	178	1
Akron	Health Markets	2	151	2
Akron	Halal	2	130	1
Akron	Cajun/Creole	2	129	0
Akron	Vegan	2	105	2
Akron	Breweries	2	73	2
Akron	Cocktail Bars	2	65	1
Akron	Wraps	2	39	0
Akron	Soup	2	37	0
Akron	Ethnic Food	2	33	1
Akron	Cinema	2	32	0
Akron	Donuts	2	31	1
Akron	Wedding Planning	2	29	1
Akron	Bed & Breakfast	2	28	1
Akron	Juice Bars & Smoothies	2	27	2
Akron	Food Delivery Services	2	26	1
Akron	Eyelash Service	2	26	0
Akron	Shopping Centers	2	24	1
Akron	Irish Pub	2	24	0
Akron	Pet Training	2	21	1
Akron	Meat Shops	2	19	2
Akron	Piercing	2	18	1
Akron	Books	2	17	1
Akron	Bookstores	2	17	1
Akron	Mags	2	17	1
Akron	Music & Video	2	17	1
Akron	Mattresses	2	15	1
Akron	Building Supplies	2	15	0
Akron	German	2	14	1
Akron	Yoga	2	13	2
Akron	Diagnostic Imaging	2	12	1
Akron	Vape Shops	2	12	1
Akron	Vocational & Technical School	2	12	1
Akron	Fitness/Exercise Equipment	2	12	0
Akron	Golf Equipment	2	12	0
Akron	Outdoor Gear	2	12	0
Akron	Party Supplies	2	11	2
Akron	Car Wash	2	9	2
Akron	Reflexology	2	9	2
Akron	Transmission Repair	2	9	2
Akron	Auto Detailing	2	9	1
Akron	Body Shops	2	9	1
Akron	Medical Supplies	2	9	1
Akron	Hair Stylists	2	8	2
Akron	Thrift Stores	2	8	2
Akron	Boot Camps	2	8	1
Akron	Data Recovery	2	8	1
Akron	Physical Therapy	2	8	1
Akron	Dermatologists	2	8	0
Akron	Obstetricians & Gynecologists	2	8	0
Akron	Toy Stores	2	8	0
Akron	Watch Repair	2	7	2
Akron	Antiques	2	7	1
Akron	Gift Shops	2	7	1
Akron	Mailbox Centers	2	7	1
Akron	Notaries	2	7	1
Akron	Shipping Centers	2	7	1
Akron	Used	2	7	1
Akron	Vintage & Consignment	2	7	1
Akron	Art Supplies	2	7	0
Akron	Chiropractors	2	7	0
Akron	Self Storage	2	7	0
Akron	Watches	2	6	2
Akron	Endodontists	2	6	1
Akron	Oral Surgeons	2	6	1
Akron	Dry Cleaning	2	6	0
Akron	Motorcycle Dealers	2	6	0
Akron	Tanning Beds	2	6	0
Akron	Web Design	2	6	0
Akron	Organic Stores	1	129	1
Akron	Music Venues	1	99	1
Akron	Szechuan	1	80	1
Akron	Wineries	1	80	0
Akron	Hawaiian	1	69	1
Akron	Botanical Gardens	1	64	1
Akron	Museums	1	64	1
Akron	Waffles	1	64	1
Akron	Beer Gardens	1	61	1
Akron	Irish	1	54	0
Akron	Himalayan/Nepalese	1	53	1
Akron	Custom Cakes	1	49	1
Akron	Tapas/Small Plates	1	39	1
Akron	Home Automation	1	34	0
Akron	Internet Service Providers	1	34	0
Akron	Security Systems	1	34	0
Akron	Television Service Providers	1	34	0
Akron	Internet Cafes	1	32	1
Akron	Nail Technicians	1	27	1
Akron	Burmese	1	25	1
Akron	Kids Activities	1	23	0
Akron	Pasta Shops	1	21	0
Akron	Resorts	1	20	0
Akron	Community Gardens	1	18	1
Akron	Butcher	1	14	1
Akron	Whiskey Bars	1	13	1
Akron	Street Vendors	1	13	0
Akron	Caribbean	1	12	1
Akron	Electronics Repair	1	12	0
Akron	Mobile Phone Repair	1	12	0
Akron	Eatertainment	1	11	1
Akron	Interior Design	1	11	0
Akron	Music & DVDs	1	10	0
Akron	Newspapers & Magazines	1	10	0
Akron	Health Retreats	1	9	1
Akron	Hospitals	1	9	1
Akron	Pet Boarding	1	9	1
Akron	Electricians	1	9	0
