(u'contracts', 0.8099327258538835)
(u'electricity', 0.8084778177206449)
(u'bully', 0.8079832306394419)
(u'Rent', 0.8071979930647402)
(u'semester', 0.8060152608156894)
(u'tests', 0.8039631013682005)
(u'NOTE', 0.8031087680356404)
(u'agreement', 0.8023333306662455)
(u'debt', 0.7980550722320654)
(u'Sapphire', 0.7979964822011425)
(u'Lifetime', 0.7976285420485887)
(u'dermatologist', 0.7963595063452846)
(u'documentation', 0.7951163825258636)
(u'Onions', 0.7941182269038443)
(u'LIVE', 0.7940845336138587)
(u'consignment', 0.7940634758840925)
(u'agencies', 0.7914180070421484)
(u'timeshare', 0.7898439783715876)
(u'Patisserie', 0.7876184484534878)
(u'discharge', 0.7871103741382601)
(u'pursue', 0.7868086279194397)
(u'fraudulent', 0.7865829146073562)
(u'Fez', 0.7862890314069073)
(u'legally', 0.7861165510685311)
(u'Donut', 0.7847904668004748)
(u'Chandelier', 0.7843833152985678)
(u'Society', 0.7835208745379099)
(u'Kitty', 0.7827399295548396)
(u'donating', 0.7820976000177122)
(u'Enter', 0.7819258899640236)
(u'biz', 0.7791488372350699)
(u'tactics', 0.778500486036064)
(u'adorned', 0.7783322695153672)
(u'infestation', 0.7776943271477723)
(u'permission', 0.7776134385344591)
(u'Citrus', 0.7760150656280516)
(u'hiking', 0.7748904169621813)
(u'Cox', 0.7748206933674915)
(u'alarms', 0.7736860011914128)
(u'flesh', 0.7735348229957939)
(u'renewal', 0.7730483332126212)
(u'harassing', 0.7725255799132302)
(u'negligence', 0.7721157262633689)
(u'Link', 0.7718448707989989)
(u'sex', 0.7716958038854713)
(u'Exchange', 0.7716245131669819)
(u'paved', 0.7714366880907537)
(u'BUYER', 0.7702810492370986)
(u'Vuitton', 0.7694576650818927)
(u'Maintenance', 0.769457665081891)
(u'1200', 0.7687410760150399)
(u'sexual', 0.7673808211370527)
(u'rights', 0.7641596394443386)
(u'RUN', 0.7608145689258734)
(u'unanswered', 0.7601304822067547)
(u'lap', 0.7572354916026249)
(u'featuring', 0.7565043665196125)
(u'Bites', 0.756394122021069)
(u'injections', 0.7561296877008523)
(u'WEEKS', 0.7559743147446056)
(u'3000', 0.755292839719397)
(u'Property', 0.7552056423746922)
(u'mails', 0.7545234415137667)
(u'pills', 0.7542684984207817)
(u'pill', 0.7540881677507905)
(u'president', 0.7537093081137538)
(u'faxed', 0.7537093081137538)
(u'Rescue', 0.7537093081137538)
(u'utility', 0.7527627865097237)
(u'Surgery', 0.7522158586473875)
(u'voicemails', 0.7513617871469727)
(u'application', 0.75131259599139)
(u'International', 0.7510102511445886)
(u'pawn', 0.7496334672338296)
(u'appraisal', 0.7489131358502608)
(u'investigation', 0.7487652330157211)
(u'renew', 0.7477372063841976)
(u'Course', 0.7473034581610722)
(u'admin', 0.746695672966796)
(u'Peppers', 0.7466664106336367)
(u'homeowners', 0.745590183675251)
(u'COSTS', 0.7455044240593995)
(u'classroom', 0.7449182107142533)
(u'rent', 0.7448256827924133)
(u'violated', 0.7447073940027344)
(u'REVIEW', 0.7445844003367537)
(u'stitches', 0.7440855697546844)
(u'damages', 0.7440670795421678)
(u'donations', 0.7427181040399944)
(u'1300', 0.7403393478659286)
(u'schools', 0.7396047019322118)
(u'prescribe', 0.7395341726096163)
(u'600', 0.7394204346704552)
(u'YELP', 0.7391741684946407)
(u'possession', 0.738820695620003)
(u'Omnia', 0.7383847246554698)
(u'anesthesia', 0.7381479313344279)
(u'famed', 0.7376210662706164)
(u'lockers', 0.7376038861178174)
(u'chapel', 0.737584410498858)
(u'hiked', 0.7368565037064947)
(u'alongside', 0.7362320174535721)
(u'segment', 0.7359135521986246)
(u'abuse', 0.7358252523756175)
(u'kitten', 0.7357531383305016)
(u'rendition', 0.7339509766249819)
(u'Yelpers', 0.733169389139956)
(u'footage', 0.7324524690883383)
(u'mere', 0.732305399450599)
(u'warnings', 0.7321120257230405)
(u'director', 0.7320425207145167)
(u'admitting', 0.7317329844698968)
(u'LIE', 0.731558392490907)
(u'document', 0.73016390324163)
(u'feces', 0.7301069678514782)
(u'COMPANY', 0.7297694135098247)
(u'signing', 0.7296944319098806)
(u'Community', 0.7291644446992773)
(u'collections', 0.7289943330803599)
(u'consent', 0.7289377658102509)
(u'locker', 0.7281915597804236)
(u'funds', 0.7269633508152697)
(u'letters', 0.7266440566051937)
(u'memberships', 0.7266175064054003)
(u'communities', 0.7252447216434437)
(u'tacked', 0.725219682788504)
(u'Terri', 0.7250963732302722)
(u'Botanical', 0.7238850678030389)
(u'Halo', 0.7234799978287292)
(u'education', 0.7227737150204039)
(u'scottsdale', 0.7225730585139836)
(u'armed', 0.7225079115804807)
(u'Wear', 0.7222439276016281)
(u'enrolled', 0.7221244759929615)
(u'arrogance', 0.7215890315757072)
(u'cancellation', 0.7212555632640143)
(u'innocent', 0.720911049640014)
(u'sq', 0.7199223105363703)
(u'Glazed', 0.7196856140606229)
(u'heed', 0.7189053859190615)
(u'pitch', 0.718880848751386)
(u'Medical', 0.7186800591943587)
(u'negotiate', 0.7183740362785045)
(u'1600', 0.7177640504327911)
(u'disclosed', 0.7162951756203668)
(u'complex', 0.7159369416847685)
(u'hospitals', 0.7151259984841474)
(u'Custard', 0.714173487404242)
(u'practices', 0.7130924074786407)
(u'evidence', 0.7128300086452004)
(u'unresponsive', 0.712205727744097)
(u'waiver', 0.7113872844655234)
(u'expenses', 0.7112709735163776)
(u'police', 0.7110211929112982)
(u'accounting', 0.7101560042820037)
(u'hike', 0.7094766554370917)
(u'Wifey', 0.7094498322814964)
(u'Nature', 0.7091257404722882)
(u'victim', 0.7090274953971925)
(u'paranoid', 0.7087142149128738)
(u'Celine', 0.7080974786865042)
(u'500', 0.7079226289640967)
(u'emailing', 0.7077771053066009)
(u'payments', 0.7073582721143516)
(u'lingerie', 0.707339590772774)
(u'wig', 0.7068918090901555)
(u'yuzu', 0.706703265737822)
(u'scam', 0.7061683633447533)
(u'Laundry', 0.7058983704337045)
(u'Director', 0.7046857444800807)
(u'assault', 0.7043587628705374)
(u'cavity', 0.7038562905663301)
(u'FRONT', 0.7035443033074547)
(u'WHERE', 0.703414252764901)
(u'infested', 0.7032995561087567)
(u'bureau', 0.7029369827403293)
(u'accented', 0.70243751625096)
(u'certification', 0.7015615582494767)
(u'700', 0.7013850910612671)
(u'bogus', 0.7013079078424838)
(u'lawyer', 0.7008623432487067)
(u'Jam', 0.7007611337956572)
(u'Estate', 0.700735833032839)
(u'topless', 0.70031207520735)
(u'copay', 0.6990768683200947)
(u'Breast', 0.698984408424506)
(u'donated', 0.6988874105098866)
(u'deductible', 0.6988077923873117)
(u'Absinthe', 0.6987486073966078)
(u'blatant', 0.6969283809718831)
(u'2500', 0.6963671445211084)
(u'scheduler', 0.6961854639755671)
(u'Payless', 0.6961058366314941)
(u'FOUR', 0.6959984781859418)
(u'forwarded', 0.6954238686504901)
(u'forehead', 0.6949039210668246)
(u'550', 0.6940619381260031)
(u'Gateway', 0.6934032760095654)
(u'apt', 0.6932911059492017)
(u'Move', 0.6932208611460347)
(u'disclose', 0.6927729494007338)
(u'caviar', 0.6923746652895986)
(u'toner', 0.6921225824227939)
(u'bunnies', 0.6917089122075151)
(u'tactic', 0.6910430540582553)
(u'illegal', 0.6910169850437082)
(u'Foie', 0.6910138883003754)
(u'ROOM', 0.6908072997516417)
(u'agreeing', 0.6905887648710429)
(u'unsuspecting', 0.6903496825114654)
(u'officer', 0.6903281615729355)
(u'bouncer', 0.6902323802366137)
(u'WARNING', 0.6898875167555669)
(u'Philippe', 0.6896546218792459)
(u'signed', 0.6895782893809521)
(u'programs', 0.6895762347250507)
(u'Christ', 0.6895155155058816)
(u'nurse', 0.6893911793056091)
(u'gay', 0.6889406984291071)
(u'HELL', 0.6882303078325194)
(u'OWN', 0.6877070150632001)
(u'donation', 0.6876935251570213)
(u'fees', 0.6874902310875814)
(u'harass', 0.6871803196069397)
(u'Bridge', 0.6866517613976608)
(u'robe', 0.6861921885127593)
(u'negotiated', 0.6851347397167249)
(u'treadmills', 0.6848347114521438)
(u'wigs', 0.6842998567415854)
(u'disease', 0.6837005628481716)
(u'Sweets', 0.6824462880922617)
(u'flooding', 0.6820540235440262)
(u'legal', 0.6819173274874935)
(u'HIM', 0.6815322112461679)
(u'loans', 0.6814601321238545)
(u'Opening', 0.681376197032419)
(u'Doughnuts', 0.6813059871047056)
(u'deleted', 0.6810826957898097)
(u'examining', 0.6807487830165098)
(u'Craigslist', 0.6805276908201616)
(u'Cr', 0.6804606710512768)
(u'sewing', 0.6804145277825722)
(u'targets', 0.6801188539553316)
(u'prescribed', 0.6800126047299653)
(u'income', 0.6799904157911509)
(u'trails', 0.6792814649293017)
(u'rash', 0.6790958003342809)
(u'records', 0.6790533798622214)
(u'drugs', 0.6788968483449711)
(u'wristband', 0.6788575650071866)
(u'AKA', 0.6788394311612702)
(u'gasp', 0.678550878914665)
(u'Caramelized', 0.6784172031988156)
(u'livid', 0.6782594632365715)
(u'threat', 0.6782039664322479)
(u'modem', 0.6773794138970128)
(u'Fitness', 0.6771524694825484)
(u'theft', 0.6770408695253547)
(u'nurses', 0.6766084833131742)
(u'recorded', 0.6762924225178857)
(u'Stage', 0.6762395362497919)
(u'240', 0.6758017453735938)
(u'doorman', 0.6752704500221913)
(u'Cinnamon', 0.675138271051674)
(u'router', 0.6749937406482793)
(u'crooks', 0.6745684492913622)
(u'reporting', 0.6741915954648228)
(u'Aioli', 0.6737824551585305)
(u'BUY', 0.6730621646431167)
(u'DAYS', 0.6729598366819118)
(u'defensive', 0.6725598233427998)
(u'spiritual', 0.6723092149844359)
(u'forms', 0.6720036310662252)
(u'PCP', 0.6717210745347248)
(u'valuables', 0.6716018750781334)
(u'salesmen', 0.6711848079605502)
(u'Cream', 0.6710153550145552)
(u'irresponsible', 0.6707123885427855)
(u'Buttermilk', 0.6707032841011831)
(u'billed', 0.670652161970402)
(u'1500', 0.6705787840646629)
(u'United', 0.6700329210420595)
(u'PAY', 0.6696296669937922)
(u'Towers', 0.6693511019652245)
(u'Huh', 0.6691982003124721)
(u'units', 0.6691733024559259)
(u'speech', 0.6690111642264949)
(u'slippers', 0.6688704281767244)
(u'documents', 0.6687436894800616)
(u'subscription', 0.6684355510226645)
(u'scammers', 0.6683982313234562)
(u'effing', 0.6682293867089761)
(u'Outlet', 0.667993619703191)
(u'promises', 0.6678703641082393)
(u'TOTAL', 0.6670755581783272)
(u'aforementioned', 0.6664936357261197)
(u'Bingo', 0.666398646412345)
(u'bathed', 0.6663553363076584)
(u'physician', 0.6658473139486887)
(u'EDC', 0.6658415894652165)
(u'roaches', 0.6657671963349454)
(u'EDIT', 0.6650780224796584)
(u'DOLLARS', 0.6650638000551616)
(u'Travel', 0.6640971494240677)
(u'Shirley', 0.664097149424066)
(u'cancer', 0.6639209534937365)
(u'Direct', 0.6634931022900243)
(u'Sliced', 0.6633340818555649)
(u'medication', 0.6630327533682809)
(u'officers', 0.662870907700821)
(u'Spirit', 0.6627705960568591)
(u'whisked', 0.6626896896561867)
(u'invoice', 0.6625251310221216)
(u'Yuzu', 0.6624084352597315)
(u'ponzu', 0.6622498582583507)
(u'Choy', 0.6616709452416032)
(u'fella', 0.6616610946261847)
(u'escort', 0.661116521285928)
(u'1100', 0.6611053745672439)
(u'billing', 0.6602750460915114)
(u'solar', 0.6601267417538068)
(u'statements', 0.6596625523562007)
(u'Neon', 0.6596427990746854)
(u'garages', 0.6595619942586737)
(u'Bazaar', 0.6595413328882049)
(u'observations', 0.6586326549519868)
(u'plasma', 0.6585824295655556)
(u'Muffin', 0.6583719429460277)
(u'fools', 0.6583048287195616)
(u'sanctuary', 0.6582605569796147)
(u'cop', 0.6582476246351749)
(u'physicians', 0.6573631172427223)
(u'surgical', 0.6572027316416289)
(u'invitation', 0.6568942371300093)
(u'ER', 0.6567786343810003)
(u'Mountain', 0.6567242017832093)
(u'begins', 0.6566224750073619)
(u'society', 0.656587727401936)
(u'accolades', 0.6565783170100392)
(u'Mead', 0.6554390866809516)
(u'cockroaches', 0.6551150531082381)
(u'thousands', 0.6550473139041486)
(u'submitted', 0.6547947567617527)
(u'finale', 0.6547293994204662)
(u'abused', 0.6545837223861941)
(u'Gee', 0.6545808206688122)
(u'HA', 0.6545135891600093)
(u'underwear', 0.6542903214770774)
(u'clinics', 0.6538556553718688)
(u'notices', 0.6535252104986675)
(u'defend', 0.6528399948994323)
(u'ego', 0.6526611925173071)
(u'THESE', 0.652451557384433)
(u'stages', 0.6524011096608753)
(u'fraud', 0.6522693573550189)
(u'Farms', 0.6518556674983103)
(u'broker', 0.6517766650360244)
(u'budge', 0.6513836961510826)
(u'harassed', 0.651288191131485)
(u'monitoring', 0.6512352357816589)
(u'enforcement', 0.6511579670528693)
(u'bonito', 0.6511164379513463)
(u'perused', 0.6510483284490078)
(u'permit', 0.6510123976804074)
(u'loan', 0.6509311902417618)
(u'650', 0.6509065212381184)
(u'creatures', 0.6508519226740468)
(u'rope', 0.6506082876381232)
(u'Classes', 0.6504650006340089)
(u'allegedly', 0.650262936694519)
(u'paperwork', 0.650195550760623)
(u'Twitter', 0.6500696030565987)
(u'emails', 0.6499076760697022)
(u'structures', 0.6491155958084498)
(u'Sin', 0.6488001137982788)
(u'lecture', 0.6485757735214435)
(u'guidelines', 0.6484105532563671)
(u'sunscreen', 0.6483937574956169)
(u'browsed', 0.6483410381435597)
(u'banned', 0.6471248795807831)
(u'accusing', 0.6468943711874378)
(u'Uh', 0.6464379038498063)
(u'comprised', 0.6457875372287294)
(u'explicitly', 0.6455706428944605)
(u'450', 0.6449556791767641)
(u'WHAT', 0.6449477255695424)
(u'MRI', 0.6446326455461548)
(u'owed', 0.6438944421065464)
(u'iPod', 0.6438944421065464)
(u'WHO', 0.6437179870874132)
(u'Outlets', 0.6435548771237514)
(u'agency', 0.6432972753133903)
(u'900', 0.6430376663865651)
(u'350', 0.6429760704354521)
(u'History', 0.6423262943028387)
(u'CEO', 0.6422681789826541)
(u'Gucci', 0.6416437018146883)
(u'numbing', 0.6414291906546001)
(u'Mushrooms', 0.6413058949758099)
(u'symptoms', 0.6412982344592599)
(u'unprofessionalism', 0.6412525167400442)
(u'verbal', 0.6411735095221296)
(u'EVERYWHERE', 0.6409817649949776)
(u'litter', 0.6408402872597989)
(u'drawers', 0.6408156746015088)
(u'poles', 0.6406801014439107)
(u'bedrooms', 0.64045721887741)
(u'usage', 0.6400410065698292)
(u'medical', 0.6398788467731933)
(u'neighbors', 0.6397585584821108)
(u'implants', 0.6395129437935285)
(u'FROM', 0.6393499740182396)
(u'Roosevelt', 0.6393280813116569)
(u'drilled', 0.6392867165095524)
(u'subsequently', 0.6389855482659534)
(u'housed', 0.6389097847297407)
(u'AWAY', 0.638782452832297)
(u'weights', 0.6382490080507583)
(u'paw', 0.6382437705977324)
(u'verbally', 0.6381406565535084)
(u'listing', 0.6379146634784227)
(u'medications', 0.637760370512158)
(u'contracted', 0.6374706743087444)
(u'cardio', 0.6373397002545165)
(u'mortified', 0.6371062135972192)
(u'scammed', 0.6370795421042814)
(u'conduct', 0.6370161908213952)
(u'Poker', 0.6369800133346413)
(u'jail', 0.6369060970580964)
(u'property', 0.6367631779669534)
(u'Toasted', 0.6364137206756482)
(u'750', 0.6363908917102581)
(u'1400', 0.6361799829750314)
(u'marriage', 0.63592627245737)
(u'reports', 0.6355178591374191)
(u'Roller', 0.6355022741470115)
(u'elliptical', 0.6353870435416358)
(u'panels', 0.6349206540266472)
(u'handbags', 0.6343709691588657)
(u'attorney', 0.634312588066539)
(u'Financial', 0.6340448043576643)
(u'concluded', 0.633791799928737)
(u'Peak', 0.6336326086202462)
(u'prominent', 0.6330065623540353)
(u'gently', 0.6330065623540335)
(u'Surrender', 0.6327108356033957)
(u'writes', 0.6321795464557614)
(u'dispute', 0.6319939040396498)
(u'Von', 0.6319658712412721)
(u'builder', 0.6317157399210274)
(u'Energy', 0.6314124072505702)
(u'Wet', 0.6313719741105519)
(u'Pudding', 0.6313073266010765)
(u'FAIL', 0.630956756921762)
(u'voicemail', 0.6308901036310708)
(u'brochure', 0.6306424329595597)
(u'BEWARE', 0.6306155244288973)
(u'Oriental', 0.6303860920817552)
(u'shady', 0.630020025509868)
(u'Rabbit', 0.6298585758949464)
(u'undoubtedly', 0.6297476694094275)
(u'claims', 0.629719262919302)
(u'naughty', 0.6295258053589787)
(u'bullshit', 0.6293201990734687)
(u'ME', 0.6290909758515131)
(u'Um', 0.6289945791838729)
(u'Board', 0.6289527806220399)
(u'clad', 0.6288290105866086)
(u'attorneys', 0.6286358391946898)
(u'Shaved', 0.6284606694985992)
(u'limo', 0.6283929906170584)
(u'cage', 0.6282214996586575)
(u'UNPROFESSIONAL', 0.6281320007305506)
(u'markup', 0.6279921447819508)
(u'yada', 0.6279857840859631)
(u'attacked', 0.6276719032255844)
(u'violation', 0.6276336325720386)
(u'endured', 0.6273879486834453)
(u'revealed', 0.6272064391643752)
(u'speeds', 0.6270688186233091)
(u'PR', 0.626850770574503)
(u'birth', 0.6266281617406193)
(u'resources', 0.626251006933952)
(u'membership', 0.6257579156801647)
(u'itemized', 0.625344163126833)
(u'stormed', 0.6250296812331566)
(u'lies', 0.6250232468120451)
(u'delete', 0.6248764362707853)
(u'danger', 0.6247519730183999)
(u'Sora', 0.6247155222789651)
(u'messages', 0.6246106084370453)
(u'mental', 0.6244220457142902)
(u'appliances', 0.6243756154706883)
(u'meditation', 0.6243682631422072)
(u'Bacchanal', 0.6243448512489653)
(u'glimpse', 0.6242756552373958)
(u'references', 0.6241644390886947)
(u'dishonest', 0.6239638192783996)
(u'surgery', 0.6239532970744293)
(u'horrified', 0.6237935991319521)
(u'Yep', 0.6230375593694895)
(u'examined', 0.6228088959064291)
(u'insulted', 0.6223430740887039)
(u'BUSINESS', 0.6222590966802013)
(u'Naked', 0.6221329503250335)
(u'participants', 0.6214943580444903)
(u'consultation', 0.6212393338576181)
(u'labs', 0.6212201250676745)
(u'filtered', 0.6209372785140275)
(u'Cortez', 0.6205317516667748)
(u'Artisan', 0.6201434997818982)
(u'Mel', 0.6201340260029493)
(u'crate', 0.6199259311109291)
(u'fermented', 0.6199054235487651)
(u'authority', 0.6195993791699408)
(u'Science', 0.6195746929929644)
(u'rendered', 0.619492843187313)
(u'liars', 0.6194563688014458)
(u'radar', 0.6194076433773219)
(u'pillowy', 0.619396970506159)
(u'ahem', 0.6192831336342728)
(u'metered', 0.619123783781335)
(u'consult', 0.6190895533666296)
(u'government', 0.6185104049721719)
(u'cops', 0.6184776291224239)
(u'Croissant', 0.6183624509329793)
(u'gravel', 0.6174414577832668)
(u'Federal', 0.6174220108539359)
(u'informs', 0.6172867315800747)
(u'authorized', 0.6171443270306316)
(u'bullet', 0.6169353848979728)
(u'250', 0.6166440549956711)
(u'Promenade', 0.6166429907973754)
(u'financial', 0.6165305263347207)
(u'laminate', 0.616453117185257)
(u'LVAC', 0.6161427563020307)
(u'sauna', 0.6156122821582422)
(u'squat', 0.6153069852546338)
(u'Excuse', 0.6148552936619698)
(u'mortgage', 0.6147805309123875)
(u'Cake', 0.6146377351136163)
(u'torture', 0.6145965056510363)
(u'insulting', 0.6144415589782053)
(u'flood', 0.6143550575292522)
(u'pose', 0.6142647756761903)
(u'approved', 0.6140579218896409)
(u'examination', 0.6140394849409088)
(u'boarded', 0.6137980065466948)
(u'adopted', 0.6137133594193571)
(u'needle', 0.6134040351085481)
(u'rage', 0.6130147206405976)
(u'formerly', 0.6127842088640811)
(u'certified', 0.6127303958430641)
(u'lender', 0.6118287208783091)
(u'gates', 0.611794075045335)
(u'doctor', 0.6110155626125113)
(u'baseboards', 0.6102691912246776)
(u'2000', 0.6101781971139566)
(u'bras', 0.6101067655275259)
(u'chest', 0.6098573804870693)
(u'Step', 0.6092783309744778)
(u'Strike', 0.6089999104052808)
(u'denying', 0.6084118048233798)
(u'vet', 0.6084024699080892)
(u'profit', 0.6083930670782003)
(u'Ride', 0.6083335749056129)
(u'overweight', 0.6082992480972287)
(u'Dear', 0.6082398180315423)
(u'YMCA', 0.6082166910296092)
(u'Graham', 0.6079076043781981)
(u'liability', 0.6079025910804248)
(u'Ube', 0.6076268029360055)
(u'anger', 0.6074568703107346)
(u'divorce', 0.6074018057475197)
(u'papers', 0.607330614649225)
(u'meds', 0.6071448234194836)
(u'testing', 0.6069747236360872)
(u'released', 0.6068364285606513)
(u'bra', 0.6067927608374912)
(u'Heart', 0.6064464568588086)
(u'1800', 0.6062557613847765)
(u'Cookie', 0.6062143603260761)
(u'Horizon', 0.606213375138859)
(u'ethics', 0.6061224392974633)
(u'sheep', 0.6060296985079034)
(u'Midway', 0.6053895485972873)
(u'drug', 0.6052148384285339)
(u'Foot', 0.6049640468534037)
(u'discussion', 0.6048904970271511)
(u'Fuck', 0.6047805722676465)
(u'permitted', 0.6044343083499797)
(u'mailed', 0.6043328371890802)
(u'BLACK', 0.6042337186154896)
(u'criminal', 0.6041541134570334)
(u'ultrasound', 0.6041144448223559)
(u'merely', 0.603947699866513)
(u'endure', 0.6037148506793208)
(u'OTHER', 0.6035804665143161)
(u'presumably', 0.6030814501843604)
(u'Aveda', 0.6026690507008876)
(u'Marrow', 0.6026574841905621)
(u'shoddy', 0.6026120657733856)
(u'statement', 0.6024783383898296)
(u'notion', 0.6024035804187271)
(u'dignity', 0.602112908091593)
(u'discuss', 0.6017496210563049)
(u'emotionally', 0.601513663122299)
(u'expires', 0.6013207432798939)
(u'subject', 0.6000083696927714)
(u'ushered', 0.5997771836365082)
(u'lone', 0.5997125810233097)
(u'facts', 0.5996329473382183)
(u'perusing', 0.5994004129551005)
(u'twins', 0.599383081897912)
(u'Following', 0.5991475285890306)
(u'canceling', 0.5988882521804069)
(u'Progressive', 0.5987678018316771)
(u'huh', 0.5982519509804938)
(u'scum', 0.5982125518953332)
(u'notifying', 0.5980166079346798)
(u'donate', 0.5980070375950763)
(u'reimburse', 0.5975192519423675)
(u'bunny', 0.597511544664771)
(u'practicing', 0.5975037789109692)
(u'cement', 0.597445477946799)
(u'poop', 0.5974057749253951)
(u'submit', 0.5973249887605583)
(u'cancel', 0.5970484125319828)
(u'Case', 0.5966692879348905)
(u'homeowner', 0.5966558686285328)
(u'graduated', 0.5966423240907073)
(u'cylinder', 0.5965868578973392)
(u'career', 0.5965417747291308)
(u'Premium', 0.5964578506082479)
(u'commission', 0.5960924203100078)
(u'THREE', 0.5960830176161362)
(u'cable', 0.5960507319306387)
(u'violations', 0.5958504770203366)
(u'mysteriously', 0.5957198519793305)
(u'largely', 0.5955058376850886)
(u'websites', 0.5953063185479639)
(u'emailed', 0.5952677287532815)
(u'antibiotics', 0.5951682799852023)
(u'Nightclub', 0.5951596045021805)
(u'tribute', 0.5948966151806836)
(u'responsibility', 0.5948110327256249)
(u'horror', 0.5947360216265629)
(u'400', 0.5943729819773704)
(u'BEEN', 0.594279428208349)
(u'prove', 0.5941851602253507)
(u'IV', 0.5940590727204569)
(u'225', 0.5939728427796425)
(u'file', 0.5937098440323645)
(u'Shabu', 0.5934929907204953)
(u'reimbursement', 0.5933501826240111)
(u'protocol', 0.5933480503755657)
